Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:16,UF,Other,3/9/2021 16:44:26.5,3/10/2021 0:23:04.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:21,UF,Other,5/11/2021 2:47:19.5,5/11/2021 10:42:19.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:22,UF,Other,5/12/2021 7:58:23.5,5/12/2021 11:08:56.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:22,UF,Other,5/13/2021 8:50:18.5,5/13/2021 10:33:03.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:23,UF,Other,5/13/2021 19:44:00.5,5/14/2021 8:39:46.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:25,UF,Other,5/15/2021 4:45:54.5,5/15/2021 9:28:47.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:25,UF,Other,5/16/2021 6:00:10.5,5/16/2021 9:00:23.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:25,UF,Other,5/17/2021 7:35:22.5,5/17/2021 11:58:55.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:26,UF,Other,5/17/2021 21:39:35.5,5/18/2021 1:34:55.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:26,UF,Other,5/20/2021 13:14:20.5,5/20/2021 14:21:20.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:30,UF,Other,5/25/2021 4:20:36.5,5/25/2021 8:09:56.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:30,UF,Other,5/25/2021 4:20:36.5,5/25/2021 8:06:56.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:31,UF,Other,5/26/2021 7:08:42.5,5/26/2021 8:30:37.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:40,UF,Other,5/28/2021 6:56:27.5,5/28/2021 9:49:10.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:41,UF,Other,5/31/2021 3:06:40.5,5/31/2021 4:04:45.5,,,,,,,Bocaccio sunset,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:41,UF,Other,6/1/2021 2:44:15.5,6/1/2021 4:04:38.5,,,,,,,Bocaccio sunset,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:45,UF,Other,6/1/2021 9:44:11.5,6/1/2021 14:41:56.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:45,UF,Other,6/1/2021 20:54:13.5,6/2/2021 11:47:39.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:45,UF,Other,6/2/2021 20:12:27.5,6/3/2021 17:09:08.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:45,UF,Other,6/4/2021 2:40:57.5,6/6/2021 12:39:12.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:46,UF,Other,6/6/2021 20:10:25.5,6/7/2021 11:15:38.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:46,UF,Other,6/7/2021 22:00:24.5,6/8/2021 11:58:44.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:46,UF,Other,6/9/2021 3:12:58.5,6/9/2021 10:50:06.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:47,UF,Other,6/9/2021 3:56:08.5,6/9/2021 10:47:06.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:47,UF,Other,6/10/2021 6:01:06.5,6/10/2021 12:07:24.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:47,UF,Other,6/12/2021 7:16:44.5,6/12/2021 11:09:02.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:47,UF,Other,6/13/2021 5:20:26.5,6/13/2021 10:16:49.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:47,UF,Other,6/14/2021 5:12:52.5,6/14/2021 11:50:24.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:48,UF,Other,6/15/2021 5:11:12.5,6/15/2021 10:50:45.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:48,UF,Other,6/16/2021 4:54:42.5,6/16/2021 9:10:44.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:48,UF,Other,6/16/2021 21:11:23.5,6/17/2021 12:04:48.5,,,,,,,Lingcod,,
\\frosty.ucsd.edu\sanctsound_decimated_3\CI\CI04_07\CI04_07_df24\SanctSound_CI04_07_df24_5s1Hz.ltsa,2/13/2023 12:49,UF,Other,6/17/2021 18:08:06.5,6/18/2021 6:35:36.5,,,,,,,Lingcod,,
