Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 15:55,UF,Other,6/25/2022 4:34:50,6/25/2022 9:44:37,,,,,,,midshipman,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 15:56,UF,Other,6/25/2022 3:52:20,6/25/2022 4:43:20,,,,,,,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:14,UF,Other,6/24/2022 4:12:47,6/24/2022 4:53:37,,,,,,,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:16,UF,Other,6/23/2022 3:55:43,6/23/2022 4:21:18,,,,,,,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:17,UF,Other,6/26/2022 4:00:52,6/26/2022 4:34:52,,,,,,,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:17,UF,Other,6/26/2022 4:31:27,6/26/2022 10:10:10,,,,,,,midshipman,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:20,UF,Other,6/27/2022 4:50:10,6/27/2022 8:55:13,,,,,,,midshipman,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:29,UF,Other,6/27/2022 3:59:05,6/27/2022 4:48:30,,,,,,,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:32,UF,Other,6/28/2022 4:05:57,6/28/2022 4:55:17,,,,,,,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:32,UF,Other,6/28/2022 4:57:02,6/28/2022 7:30:11,,,,,,,midshipman,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/29/2023 16:46,UF,Other,6/29/2022 3:50:35,6/29/2022 4:48:30,,,,,,,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\CH01_01_df24\CH01_01_df24_5s_1Hz_LTSA_NEW.ltsa,6/30/2023 9:19,UF,Other,6/29/2022 4:26:20,6/29/2022 10:56:08,,,,,,,midshipman,,
