Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:30,UF,Other,3/25/2019 23:21:49.5,3/26/2019 2:42:47.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:31,UF,Other,3/26/2019 2:33:52.5,3/26/2019 2:57:42.5,,,,,,,HF sunset,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:31,UF,Other,3/26/2019 13:26:05.5,3/26/2019 19:12:59.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:31,UF,Other,3/27/2019 0:54:00.5,3/27/2019 2:41:07.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:31,UF,Other,3/27/2019 2:23:17.5,3/27/2019 3:04:57.5,,,,,,,HF Sunset,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:34,UF,Other,3/27/2019 2:23:17.5,3/27/2019 3:03:27.5,,,,,,,HF sunset,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:34,UF,Other,3/27/2019 4:52:17.5,3/27/2019 9:44:04.5,,,,,,,Midshipman,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:35,UF,Other,3/27/2019 19:33:50.5,3/28/2019 1:25:18.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:35,UF,Other,3/28/2019 1:58:00.5,3/28/2019 3:08:00.5,,,,,,,HF sunset,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:35,UF,Other,3/28/2019 3:51:10.5,3/28/2019 10:16:53.5,,,,,,,Midshipman,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:36,UF,Other,3/28/2019 20:14:04.5,3/31/2019 6:36:21.5,,,,,,,Noise,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:39,UF,Other,3/31/2019 19:27:43.5,4/1/2019 2:48:33.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:39,UF,Other,4/1/2019 2:41:03.5,4/1/2019 3:39:08.5,,,,,,,HF sunset,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:40,UF,Other,4/1/2019 10:09:15.5,4/1/2019 12:29:15.5,,,,,,,Midshipman,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:40,UF,Other,4/1/2019 13:30:20.5,4/2/2019 2:45:29.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:40,UF,Other,4/2/2019 2:35:14.5,4/2/2019 3:13:59.5,,,,,,,HF sunset,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:41,UF,Other,4/2/2019 7:58:20.5,4/2/2019 12:41:15.5,,,,,,,Midshipman,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:41,UF,Other,4/3/2019 0:53:55.5,4/3/2019 3:03:23.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:41,UF,Other,4/3/2019 2:02:23.5,4/3/2019 3:18:18.5,,,,,,,HF sunset,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:41,UF,Other,4/3/2019 7:58:16.5,4/3/2019 12:17:21.5,,,,,,,Midshipman,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:41,UF,Other,4/3/2019 14:05:58.5,4/4/2019 8:44:21.5,,,,,,,White Seabass,,
\\frosty.ucsd.edu\sanctsound_decimated\CI\CI01\CI01_02_df24\LTSAout_CI01_02_df24_5s_1Hz.ltsa,1/30/2023 14:41,UF,Other,4/4/2019 2:43:58.5,4/4/2019 3:15:13.5,,,,,,,Midshipman,,
