Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:20,UF,Other,12/12/2020 1:06:47.5,12/12/2020 12:46:11.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:21,UF,Other,12/12/2020 7:02:26.5,12/12/2020 9:44:11.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:22,UF,Other,12/13/2020 1:32:03.5,12/13/2020 11:27:42.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:26,UF,Other,12/17/2020 2:12:10.5,12/17/2020 14:10:20.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:27,UF,Other,12/17/2020 10:33:25.5,12/17/2020 12:10:25.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:28,UF,Other,12/18/2020 4:29:13.5,12/18/2020 11:19:26.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:28,UF,Other,12/19/2020 2:36:46.5,12/19/2020 10:58:47.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:28,UF,Other,12/20/2020 2:21:17.5,12/20/2020 12:10:07.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:29,UF,Other,12/21/2020 3:13:52.5,12/21/2020 11:54:42.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:29,UF,Other,12/22/2020 2:51:38.5,12/22/2020 14:12:23.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:30,UF,Other,12/23/2020 3:23:48.5,12/23/2020 14:19:04.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:30,UF,Other,12/24/2020 2:32:35.5,12/24/2020 12:41:50.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:57,UF,Other,12/25/2020 6:11:59.5,12/25/2020 13:58:22.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:57,UF,Other,12/26/2020 4:02:31.5,12/26/2020 14:28:49.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 8:57,UF,Other,12/26/2020 4:51:51.5,12/26/2020 6:51:01.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:16,UF,Other,12/27/2020 3:16:25.5,12/27/2020 15:18:05.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:18,UF,Other,12/27/2020 22:12:35.5,12/28/2020 14:31:55.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:18,UF,Other,12/28/2020 1:30:05.5,12/28/2020 7:44:27.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:18,UF,Other,12/28/2020 21:07:47.5,12/29/2020 14:46:25.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:19,UF,Other,12/29/2020 1:09:25.5,12/29/2020 10:17:25.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:19,UF,Other,12/29/2020 21:38:22.5,12/30/2020 12:16:31.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:19,UF,Other,12/30/2020 1:09:20.5,12/30/2020 6:46:23.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:19,UF,Other,12/30/2020 23:13:32.5,12/31/2020 12:30:03.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:19,UF,Other,12/31/2020 1:16:02.5,12/31/2020 7:10:04.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:20,UF,Other,12/31/2020 22:52:58.5,1/1/2021 11:32:03.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:20,UF,Other,1/1/2021 1:46:38.5,1/1/2021 7:47:25.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:20,UF,Other,1/2/2021 0:24:41.5,1/2/2021 11:25:08.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:20,UF,Other,1/2/2021 1:26:01.5,1/2/2021 8:11:04.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:24,UF,Other,1/2/2021 23:43:51.5,1/3/2021 12:43:22.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:24,UF,Other,1/3/2021 1:26:01.5,1/3/2021 8:51:54.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:24,UF,Other,1/4/2021 0:45:02.5,1/4/2021 13:07:04.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:25,UF,Other,1/4/2021 0:51:47.5,1/4/2021 7:53:56.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:30,UF,Other,1/5/2021 0:14:19.5,1/5/2021 13:00:10.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:31,UF,Other,1/5/2021 1:15:34.5,1/5/2021 11:14:40.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:31,UF,Other,1/5/2021 22:25:14.5,1/6/2021 15:05:59.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 9:31,UF,Other,1/6/2021 1:56:14.5,1/6/2021 10:13:14.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:19,UF,Other,12/14/2020 6:43:33.5,12/14/2020 9:46:48.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:19,UF,Other,12/15/2020 4:08:31.5,12/15/2020 9:03:56.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:22,UF,Other,1/6/2021 23:21:54.5,1/7/2021 14:49:44.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:22,UF,Other,1/7/2021 1:15:44.5,1/7/2021 9:47:47.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:23,UF,Other,1/7/2021 23:27:06.5,1/8/2021 15:21:11.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:23,UF,Other,1/8/2021 1:29:36.5,1/8/2021 10:19:11.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:24,UF,Other,1/8/2021 23:13:46.5,1/9/2021 14:41:38.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:24,UF,Other,1/9/2021 1:51:21.5,1/9/2021 9:04:39.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:29,UF,Other,1/10/2021 0:41:20.5,1/10/2021 13:09:37.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:30,UF,Other,1/10/2021 1:03:10.5,1/10/2021 9:48:19.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:30,UF,Other,1/10/2021 23:39:48.5,1/11/2021 14:19:30.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:30,UF,Other,1/11/2021 3:36:08.5,1/11/2021 8:03:07.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:32,UF,Other,1/11/2021 22:16:32.5,1/12/2021 12:56:13.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:32,UF,Other,1/12/2021 1:11:37.5,1/12/2021 7:32:25.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:33,UF,Other,1/13/2021 0:27:45.5,1/13/2021 15:16:11.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:33,UF,Other,1/13/2021 1:24:40.5,1/13/2021 11:37:21.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:34,UF,Other,1/16/2021 0:53:48.5,1/16/2021 14:32:13.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:35,UF,Other,1/16/2021 2:08:13.5,1/16/2021 9:30:15.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:35,UF,Other,1/17/2021 0:49:18.5,1/17/2021 14:40:49.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 11:35,UF,Other,1/17/2021 1:50:33.5,1/17/2021 9:25:41.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:12,UF,Other,1/17/2021 23:12:05.5,1/18/2021 12:19:57.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:13,UF,Other,1/18/2021 1:57:15.5,1/18/2021 5:23:39.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:13,UF,Other,1/18/2021 22:15:11.5,1/19/2021 16:29:16.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:14,UF,Other,1/19/2021 1:27:56.5,1/19/2021 14:46:03.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:14,UF,Other,1/19/2021 22:37:28.5,1/20/2021 14:33:59.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:14,UF,Other,1/20/2021 1:29:28.5,1/20/2021 9:55:14.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:14,UF,Other,1/21/2021 0:53:14.5,1/21/2021 14:08:00.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:15,UF,Other,1/21/2021 2:19:14.5,1/21/2021 9:19:02.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:15,UF,Other,1/22/2021 1:25:50.5,1/22/2021 12:50:31.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:15,UF,Other,1/22/2021 2:10:35.5,1/22/2021 10:01:56.5,,,,,,,Mystery high,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:15,UF,Other,1/22/2021 23:47:37.5,1/23/2021 14:55:58.5,,,,,,,Mystery,,
\\frosty.ucsd.edu\sanctsound_decimated_3\MB\MB02_07\MB02_07_df24\MB02_07_df24_5s_1Hz_LTSA.ltsa,7/27/2022 14:15,UF,Other,1/23/2021 1:30:52.5,1/23/2021 10:24:08.5,,,,,,,Mystery high,,
