Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 10:59,UF,Other,7/29/2022 3:05:34,7/29/2022 4:04:14,,,,,,,Bocaccio sunset,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 10:59,UF,Other,7/29/2022 2:44:51,7/29/2022 12:56:02,,,,,,,Bocaccio,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 10:59,UF,Other,7/29/2022 11:50:27,7/29/2022 13:01:12,,,,,,,Bocaccio sunrise,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 10:59,UF,Other,7/29/2022 3:12:29,7/29/2022 4:26:44,,,,,,,HF sunset,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:00,UF,Other,7/29/2022 2:27:36,7/29/2022 12:07:42,,,,,,,HF,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:00,UF,Other,7/29/2022 4:33:39,7/29/2022 10:53:27,,,,,,,Midshipman,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:01,UF,Other,7/29/2022 1:13:21,7/29/2022 9:37:27,,,,,,,White Seabass,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:01,UF,Other,7/30/2022 2:56:52,7/30/2022 4:18:02,,,,,,,Bocaccio sunset,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:01,UF,Other,7/30/2022 2:58:37,7/30/2022 13:02:55,,,,,,,Bocaccio,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:01,UF,Other,7/30/2022 11:57:15,7/30/2022 12:56:00,,,,,,,Bocaccio sunrise,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:01,UF,Other,7/30/2022 4:23:12,7/30/2022 11:41:45,,,,,,,Midshipman,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:02,UF,Other,7/30/2022 3:12:27,7/30/2022 4:11:07,,,,,,,HF sunset,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:02,UF,Other,7/30/2022 2:20:38,7/30/2022 7:05:32,,,,,,,HF,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:02,UF,Other,7/30/2022 9:44:20,7/30/2022 12:24:55,,,,,,,HF,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:05,UF,Other,7/29/2022 23:14:03,7/30/2022 10:53:25,,,,,,,White Seabass,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:05,UF,Other,7/31/2022 3:07:18,7/31/2022 4:04:13,,,,,,,Bocaccio sunset,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:05,UF,Other,7/31/2022 3:02:03,7/31/2022 13:11:31,,,,,,,Bocaccio,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:05,UF,Other,7/31/2022 12:02:31,7/31/2022 12:02:31,,,,,,,Bocaccio sunrise,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:06,UF,Other,7/31/2022 5:01:13,7/31/2022 11:34:51,,,,,,,Midshipman,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:06,UF,Other,7/31/2022 3:10:43,7/31/2022 4:21:28,,,,,,,HF sunset,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:06,UF,Other,7/31/2022 3:07:18,7/31/2022 12:23:11,,,,,,,HF,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:06,UF,Other,7/31/2022 0:00:51,7/31/2022 2:00:01,,,,,,,White Seabass,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:06,UF,Other,7/31/2022 3:43:33,7/31/2022 11:31:26,,,,,,,White Seabass,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:06,UF,Other,8/1/2022 2:50:02,8/1/2022 4:00:50,,,,,,,Bocaccio sunset,,
J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,8/8/2024 11:06,UF,Other,8/1/2022 2:48:22,8/1/2022 13:02:54,,,,,,,Bocaccio,,
