Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:24,UF,Other,4/24/2019 4:11:32.5,4/24/2019 9:33:09.5,,,,,,,Mystery,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:25,UF,Other,4/25/2019 4:27:06.5,4/25/2019 6:56:48.5,,,,,,,Off effort,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:27,UF,Other,4/29/2019 0:16:53.5,4/29/2019 11:03:32.5,,,,,,,Lingcod,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:29,UF,Other,5/2/2019 1:16:50.5,5/2/2019 4:05:20.5,,,,,,,Off effort,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:43,UF,Other,5/2/2019 11:43:16.5,5/2/2019 14:24:56.5,,,,,,,Off effort,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:43,UF,Other,5/3/2019 1:33:52.5,5/3/2019 4:10:32.5,,,,,,,Off effort,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:44,UF,Other,5/3/2019 11:10:52.5,5/3/2019 14:31:42.5,,,,,,,Off effort,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:45,UF,Other,5/4/2019 3:05:43.5,5/4/2019 3:53:23.5,,,,,,,HF sunset,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:46,UF,Other,5/5/2019 3:00:35.5,5/5/2019 3:53:20.5,,,,,,,HF sunset,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:46,UF,Other,5/5/2019 4:56:18.5,5/5/2019 10:18:03.5,,,,,,,Lingcod,,
\\snowman.ucsd.edu\sanctsound_decimated\MB\MB02\MB02_02_df24\LTSA_MB02_02_df24_5s_1Hz.ltsa,8/4/2022 8:47,UF,Other,5/6/2019 3:07:21.5,5/6/2019 3:46:31.5,,,,,,,HF sunset,,
