Input file,Event Number,Species Code,Call,Start time,End time,Comments,Image,Audio
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:53,UF,Other,3/22/2023 9:13:55.5,3/22/2023 13:56:28.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:54,UF,Other,3/23/2023 2:20:23.5,3/23/2023 12:19:26.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:54,UF,Other,3/24/2023 2:44:14.5,3/24/2023 13:41:10.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:54,UF,Other,3/24/2023 2:42:29.5,3/24/2023 3:59:04.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:55,UF,Other,3/25/2023 1:56:31.5,3/25/2023 13:34:17.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:55,UF,Other,3/26/2023 2:35:38.5,3/26/2023 13:51:19.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:55,UF,Other,3/27/2023 2:57:50.5,3/27/2023 12:21:13.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:55,UF,Other,3/27/2023 12:14:23.5,3/27/2023 13:54:46.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:56,UF,Other,3/28/2023 2:57:47.5,3/28/2023 4:02:27.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:56,UF,Other,3/28/2023 2:56:07.5,3/28/2023 13:39:22.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 10:57,UF,Other,3/29/2023 2:54:23.5,3/29/2023 13:41:09.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:02,UF,Other,3/30/2023 2:47:34.5,3/30/2023 13:29:15.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:04,UF,Other,3/31/2023 2:47:32.5,3/31/2023 13:36:03.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:06,UF,Other,4/1/2023 2:30:34.5,4/1/2023 13:25:50.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:07,UF,Other,4/2/2023 2:50:58.5,4/2/2023 13:22:24.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:07,UF,Other,4/3/2023 2:25:25.5,4/3/2023 13:54:41.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:07,UF,Other,4/4/2023 3:06:18.5,4/4/2023 11:18:11.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:07,UF,Other,4/5/2023 4:17:44.5,4/5/2023 10:35:32.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:08,UF,Other,4/5/2023 10:35:32.5,4/5/2023 13:17:15.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:09,UF,Other,4/7/2023 3:02:55.5,4/7/2023 4:00:50.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:10,UF,Other,4/7/2023 3:01:15.5,4/7/2023 10:01:38.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:11,UF,Other,4/8/2023 2:50:57.5,4/8/2023 4:07:32.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:11,UF,Other,4/8/2023 2:54:22.5,4/8/2023 9:15:35.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:11,UF,Other,4/8/2023 9:22:25.5,4/8/2023 12:56:53.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:12,UF,Other,4/9/2023 2:50:59.5,4/9/2023 4:12:44.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:12,UF,Other,4/9/2023 2:56:09.5,4/9/2023 13:13:54.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:13,UF,Other,4/10/2023 3:01:15.5,4/10/2023 4:21:15.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:14,UF,Other,4/10/2023 3:01:15.5,4/10/2023 10:54:23.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:14,UF,Other,4/10/2023 10:56:08.5,4/10/2023 14:32:16.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:14,UF,Other,4/11/2023 2:54:22.5,4/11/2023 13:17:18.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:14,UF,Other,4/11/2023 3:01:12.5,4/11/2023 4:19:27.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:14,UF,Other,4/12/2023 3:08:04.5,4/12/2023 13:32:39.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:15,UF,Other,4/13/2023 8:41:37.5,4/13/2023 13:13:55.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:15,UF,Other,4/13/2023 3:18:14.5,4/13/2023 9:02:02.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:15,UF,Other,4/14/2023 3:21:40.5,4/14/2023 12:56:55.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:16,UF,Other,4/15/2023 3:09:40.5,4/15/2023 13:05:21.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:17,UF,Other,4/16/2023 3:06:16.5,4/16/2023 12:58:31.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:18,UF,Other,4/17/2023 3:06:17.5,4/17/2023 13:12:13.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:18,UF,Other,4/18/2023 2:57:49.5,4/18/2023 13:15:35.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:19,UF,Other,4/19/2023 2:20:22.5,4/19/2023 10:33:55.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:19,UF,Other,4/19/2023 10:20:20.5,4/19/2023 13:51:18.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:20,UF,Other,4/20/2023 2:45:53.5,4/20/2023 6:10:08.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:20,UF,Other,4/20/2023 10:27:06.5,4/20/2023 13:34:19.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:21,UF,Other,4/20/2023 5:17:23.5,4/20/2023 9:56:31.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:21,UF,Other,4/21/2023 2:16:58.5,4/21/2023 13:58:09.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:21,UF,Other,4/21/2023 2:16:58.5,4/21/2023 4:31:23.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:21,UF,Other,4/22/2023 2:35:41.5,4/22/2023 3:57:26.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:21,UF,Other,4/22/2023 2:37:26.5,4/22/2023 13:08:51.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:22,UF,Other,4/23/2023 2:50:57.5,4/23/2023 13:46:13.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:22,UF,Other,4/24/2023 3:02:52.5,4/24/2023 12:48:24.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:22,UF,Other,4/25/2023 3:09:42.5,4/25/2023 12:53:28.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:23,UF,Other,4/26/2023 3:08:04.5,4/26/2023 12:46:42.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:23,UF,Other,4/26/2023 3:04:39.5,4/26/2023 3:59:04.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:23,UF,Other,4/27/2023 3:04:36.5,4/27/2023 13:13:53.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:24,UF,Other,4/28/2023 2:50:59.5,4/28/2023 13:05:23.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:24,UF,Other,4/28/2023 2:47:34.5,4/28/2023 3:53:59.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:24,UF,Other,4/29/2023 2:45:54.5,4/29/2023 13:02:00.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:24,UF,Other,4/29/2023 2:45:54.5,4/29/2023 3:52:19.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:25,UF,Other,4/30/2023 2:45:55.5,4/30/2023 4:11:00.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:25,UF,Other,4/30/2023 2:51:00.5,4/30/2023 13:00:20.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:25,UF,Other,5/1/2023 3:02:52.5,5/1/2023 7:28:25.5,off effort,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:25,UF,Other,5/1/2023 7:25:00.5,5/1/2023 12:53:28.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:26,UF,Other,5/2/2023 2:56:10.5,5/2/2023 3:55:40.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:26,UF,Other,5/2/2023 3:01:15.5,5/2/2023 13:03:40.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:26,UF,Other,5/3/2023 2:25:26.5,5/3/2023 13:08:47.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:26,UF,Other,5/3/2023 2:32:16.5,5/3/2023 4:14:21.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:26,UF,Other,5/4/2023 2:57:48.5,5/4/2023 12:56:54.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:27,UF,Other,5/4/2023 2:50:58.5,5/4/2023 3:53:58.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:27,UF,Other,5/5/2023 3:04:35.5,5/5/2023 4:02:25.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:27,UF,Other,5/5/2023 3:09:40.5,5/5/2023 12:51:43.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:27,UF,Other,5/6/2023 2:56:07.5,5/6/2023 4:10:57.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:28,UF,Other,5/6/2023 2:57:47.5,5/6/2023 12:53:28.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:28,UF,Other,5/7/2023 2:50:58.5,5/7/2023 4:07:33.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:28,UF,Other,5/7/2023 2:49:18.5,5/7/2023 12:56:55.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:28,UF,Other,5/8/2023 2:59:26.5,5/8/2023 4:04:11.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:29,UF,Other,5/8/2023 2:57:46.5,5/8/2023 12:51:42.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:29,UF,Other,5/9/2023 3:04:37.5,5/9/2023 4:10:57.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:29,UF,Other,5/9/2023 2:59:27.5,5/9/2023 12:45:00.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:29,UF,Other,5/10/2023 3:11:23.5,5/10/2023 4:07:33.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:29,UF,Other,5/10/2023 3:09:43.5,5/10/2023 12:45:01.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:29,UF,Other,5/11/2023 3:11:21.5,5/11/2023 4:10:56.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:30,UF,Other,5/11/2023 3:09:41.5,5/11/2023 12:39:55.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:30,UF,Other,5/12/2023 3:16:30.5,5/12/2023 4:14:20.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:30,UF,Other,5/12/2023 3:18:10.5,5/12/2023 12:38:08.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:31,UF,Other,5/13/2023 3:19:53.5,5/13/2023 4:14:23.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:31,UF,Other,5/13/2023 3:14:48.5,5/13/2023 12:28:01.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:31,UF,Other,5/14/2023 3:14:45.5,5/14/2023 4:17:45.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:31,UF,Other,5/14/2023 3:14:45.5,5/14/2023 12:33:03.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:31,UF,Other,5/15/2023 3:04:37.5,5/15/2023 4:29:42.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:32,UF,Other,5/15/2023 3:01:12.5,5/15/2023 12:38:10.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:32,UF,Other,5/16/2023 2:56:09.5,5/16/2023 4:10:59.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:32,UF,Other,5/16/2023 2:59:29.5,5/16/2023 12:39:58.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:33,UF,Other,5/17/2023 2:47:34.5,5/17/2023 3:52:19.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:33,UF,Other,5/17/2023 2:35:39.5,5/17/2023 12:45:02.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:34,UF,Other,5/18/2023 2:59:26.5,5/18/2023 4:04:11.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:34,UF,Other,5/18/2023 3:02:51.5,5/18/2023 12:53:27.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:38,UF,Other,5/19/2023 3:09:42.5,5/19/2023 4:12:42.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:39,UF,Other,5/19/2023 3:02:52.5,5/19/2023 12:41:35.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:39,UF,Other,5/20/2023 3:11:20.5,5/20/2023 4:04:10.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:39,UF,Other,5/20/2023 3:09:40.5,5/20/2023 12:34:43.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:40,UF,Other,5/21/2023 3:13:07.5,5/21/2023 4:12:42.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:41,UF,Other,5/21/2023 3:09:42.5,5/21/2023 12:38:10.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:41,UF,Other,5/22/2023 3:08:05.5,5/22/2023 4:17:50.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:41,UF,Other,5/22/2023 3:08:05.5,5/22/2023 12:41:38.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:42,UF,Other,5/23/2023 3:06:17.5,5/23/2023 4:26:17.5,bocaccio sunset,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:43,UF,Other,5/23/2023 3:01:12.5,5/23/2023 12:46:40.5,bocaccio,,
D:\Chumash NMS Fish Data\df24\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,8/8/2023 11:43,UF,Other,5/24/2023 2:59:28.5,5/24/2023 3:57:23.5,bocaccio sunset,,
